"Gene","rank_hoa2","p_value_hoa2","adjusted_p_value_hoa2","rank_hoa3","p_value_hoa3","adjusted_p_value_hoa3","mean_rank","max_rank"
"LEPR",164,0.998170271710614,0.999999999988552,131,0.996291971972899,0.999999999994531,147.5,164
"NIBAN1",114,0.995503443918675,0.999999999988552,182,0.998823897524346,0.999999999994531,148,182
"TMEM173",194,0.998968918145934,0.999999999988552,102,0.993966216127612,0.999999999994531,148,194
"MAP1B",89,0.992853847607304,0.999999999988552,207,0.999446038648136,0.999999999994531,148,207
"CD83",60,0.986835770431494,0.999999999988552,236,0.99970918586569,0.999999999994531,148,236
"LRG1",27,0.961268269590447,0.999999999988552,269,0.999936630766033,0.999999999994531,148,269
"ADAMTS6",123,0.995865389165162,0.999999999988552,180,0.998689254975748,0.999999999994531,151.5,180
"RHEB",139,0.997181889127427,0.999999999988552,165,0.998389242538694,0.999999999994531,152,165
"SOX13",103,0.99443141954442,0.999999999988552,204,0.99942794642673,0.999999999994531,153.5,204
"MCAM",138,0.997174281182137,0.999999999988552,170,0.998473264723151,0.999999999994531,154,170
"TRAP1",182,0.998663131956402,0.999999999988552,126,0.99613441212035,0.999999999994531,154,182
"CRIP1",110,0.995138580827658,0.999999999988552,198,0.999318460728862,0.999999999994531,154,198
"TNFRSF4",124,0.995881439594901,0.999999999988552,185,0.998974617303721,0.999999999994531,154.5,185
"LAMA3",187,0.998856845447266,0.999999999988552,129,0.996256963048583,0.999999999994531,158,187
"ATP8A1",168,0.998297693713647,0.999999999988552,150,0.997905422271486,0.999999999994531,159,168
"COX5A",96,0.993921988510856,0.999999999988552,226,0.999643142080986,0.999999999994531,161,226
"SLC6A6",172,0.998383155705162,0.999999999988552,158,0.998059142461818,0.999999999994531,165,172
"CD300LG",178,0.998524483613545,0.999999999988552,155,0.997953363404481,0.999999999994531,166.5,178
"VCAM1",240,0.999572844792435,0.999999999988552,94,0.992971953723149,0.999999999994531,167,240
"IRF3",137,0.997170517414703,0.999999999988552,199,0.999353030878806,0.999999999994531,168,199
"BID",191,0.99886290339696,0.999999999988552,146,0.997664788567546,0.999999999994531,168.5,191
"GPRC5A",215,0.999296092422162,0.999999999988552,124,0.995999862895702,0.999999999994531,169.5,215
"EDNRB",217,0.999321134032365,0.999999999988552,123,0.995929525063363,0.999999999994531,170,217
"FBLN2",237,0.999545307614048,0.999999999988552,105,0.994333165634756,0.999999999994531,171,237
"ACE",166,0.998245164418514,0.999999999988552,178,0.998684627113166,0.999999999994531,172,178
"NBR1",232,0.999502616706822,0.999999999988552,113,0.995270360616232,0.999999999994531,172.5,232
"ATP5F1B",167,0.998284102114379,0.999999999988552,179,0.998687824604443,0.999999999994531,173,179
"BNIP3",134,0.996934830814215,0.999999999988552,212,0.999524121712348,0.999999999994531,173,212
"MT1X",92,0.993220979322701,0.999999999988552,255,0.999872278869555,0.999999999994531,173.5,255
"SLC4A7",231,0.999486390538495,0.999999999988552,119,0.995608249432669,0.999999999994531,175,231
"BAX",214,0.999295893799536,0.999999999988552,139,0.996939100847777,0.999999999994531,176.5,214
