"variant","donor","state","gene","PC1","PC2"
"mtDNA_feature_excluded","hoa2","WT","GIGYF2",0.00175001718916195,0.00159877553579695
"mtDNA_feature_excluded","hoa2","WT","GPRC5A",0.000313942702359826,0.00103659864647767
"mtDNA_feature_excluded","hoa2","WT","GPRC5B",-0.00925935789961913,0.00991215637013788
"mtDNA_feature_excluded","hoa2","WT","GPX4",0.194084421831019,0.0276803647853341
"mtDNA_feature_excluded","hoa2","WT","H19",-0.0204488957167309,0.00958459179872836
"mtDNA_feature_excluded","hoa2","WT","HBEGF",-0.0102375707053854,-0.00557518926844423
"mtDNA_feature_excluded","hoa2","WT","HES1",0.328576593066053,0.194621546769606
"mtDNA_feature_excluded","hoa2","WT","HIF1A",0.00170974093560709,-0.000933067079992782
"mtDNA_feature_excluded","hoa2","WT","HLA-DQA1",5.88956877111958e-05,-0.000229066340166438
"mtDNA_feature_excluded","hoa2","WT","HMOX1",-0.00619550298686764,-0.00798713618305177
"mtDNA_feature_excluded","hoa2","WT","HSPD1",0.0107673597458842,-0.0268100704973187
"mtDNA_feature_excluded","hoa2","WT","HSPE1",-0.0319396517182272,-0.0486151446113376
"mtDNA_feature_excluded","hoa2","WT","HTRA2",0.000697197463390789,-0.001136955901513
"mtDNA_feature_excluded","hoa2","WT","ICAM1",-0.0051230885115277,-0.00451455498965815
"mtDNA_feature_excluded","hoa2","WT","ICAM4",-0.0113201546726775,-0.0164119782612514
"mtDNA_feature_excluded","hoa2","WT","IER3",-0.00643225329528628,-0.0147448401004537
"mtDNA_feature_excluded","hoa2","WT","IFIT1",0.000333191959625142,-1.34920656342822e-05
"mtDNA_feature_excluded","hoa2","WT","IFIT2",0.00263423900201804,-0.000586120584347294
"mtDNA_feature_excluded","hoa2","WT","IFIT3",-0.000335604592096601,-0.00081185307074196
"mtDNA_feature_excluded","hoa2","WT","IFT88",0.000444549077600525,-0.00174707137215792
"mtDNA_feature_excluded","hoa2","WT","IGFBP5",-0.000600862204689638,-0.000573847997981851
"mtDNA_feature_excluded","hoa2","WT","IKBKB",0.0113735388275433,0.00626471307360554
"mtDNA_feature_excluded","hoa2","WT","IL32",-0.0287489566219991,0.00142705479641918
"mtDNA_feature_excluded","hoa2","WT","INF2",0.000960724319816733,0.000907708888157823
"mtDNA_feature_excluded","hoa2","WT","INHBB",-0.00342164416383137,-0.00115807349534974
"mtDNA_feature_excluded","hoa2","WT","INMT",0.00214294780834992,-0.000848430022737346
"mtDNA_feature_excluded","hoa2","WT","IRF3",0.0335985745893183,0.033210646580494
"mtDNA_feature_excluded","hoa2","WT","IRF7",5.61770006995474e-15,1.66348679687199e-14
